ReviewID,GameID,PlayerID,Year,Month,Score,Sentiment,Helpful_Votes,Platform,Verified_Purchase
13413,113,5820,2020,7,7,Positive,113,PS5,1
13414,80,8338,2021,10,8,Positive,200,PS4,1
13415,52,7341,2022,12,7,Positive,7,Wii,1
13416,173,9761,2017,10,1,Negative,210,Mobile,1
13417,154,772,2016,3,6,Neutral,263,Xbox Series X,1
13418,7,4127,2023,3,6,Neutral,128,Nintendo Switch,0
13419,48,4367,2017,4,10,Positive,281,Nintendo Switch,0
13420,198,2433,2022,3,7,Positive,347,PS4,1
13421,171,1201,2024,6,10,Positive,386,PC,1
13422,182,2921,2023,6,10,Positive,244,PC,1
13423,21,903,2024,7,2,Negative,42,PS3,1
13424,70,3020,2016,6,4,Negative,303,PS5,1
13425,164,4523,2017,6,7,Positive,298,Xbox Series X,1
13426,37,1229,2022,9,8,Positive,469,Xbox One,0
13427,42,4974,2020,12,8,Positive,441,Xbox 360,0
13428,64,6308,2018,3,2,Negative,346,PS4,1
13429,190,960,2020,9,6,Neutral,51,Xbox 360,0
13430,20,349,2020,12,9,Positive,136,PS5,1
13431,193,67,2016,11,2,Negative,168,PS3,1
13432,53,2483,2024,6,10,Positive,260,Wii,0
13433,101,4116,2024,12,9,Positive,460,Mobile,1
13434,164,602,2016,10,7,Neutral,491,PC,1
13435,184,7746,2017,5,7,Positive,459,Wii,1
13436,124,3086,2020,5,5,Neutral,155,PS4,1
13437,120,4316,2015,1,6,Neutral,138,Xbox One,1
13438,161,6402,2022,12,6,Neutral,248,Nintendo Switch,1
13439,130,6462,2024,5,10,Positive,67,Xbox One,1
13440,142,8375,2024,2,10,Positive,9,Nintendo Switch,1
13441,40,3790,2023,12,4,Neutral,324,PC,1
13442,15,7009,2016,4,10,Positive,266,PS4,1
13443,70,955,2020,6,8,Positive,50,Xbox 360,1
13444,26,801,2019,10,2,Negative,397,PS5,1
13445,95,1191,2023,4,4,Neutral,486,PS4,1
13446,122,1209,2016,6,9,Positive,437,PS4,1
13447,118,6138,2023,6,9,Positive,81,PS5,1
13448,21,5288,2018,8,7,Positive,184,Xbox One,0
13449,193,5245,2016,7,3,Negative,393,PC,1
13450,153,3156,2018,2,6,Neutral,190,Xbox One,0
13451,12,2071,2024,12,7,Neutral,112,PS3,0
13452,95,7259,2016,6,10,Positive,422,Xbox One,1
13453,136,9003,2022,11,10,Positive,133,PS4,1
13454,155,9028,2022,1,1,Negative,362,Xbox Series X,1
13455,11,8672,2019,1,1,Negative,122,Mobile,1
13456,161,2660,2020,3,4,Negative,180,Mobile,1
13457,101,9844,2024,5,10,Positive,21,Xbox Series X,1
13458,197,5063,2020,10,8,Positive,33,PC,1
13459,159,1205,2015,7,4,Neutral,251,Nintendo Switch,1
13460,61,4816,2017,7,7,Positive,303,PS5,1
13461,95,3432,2023,11,9,Positive,75,Xbox One,1
13462,86,8091,2021,2,5,Neutral,25,Xbox 360,1
13463,53,3539,2016,4,10,Positive,436,Mobile,0
13464,130,2142,2019,10,10,Positive,201,Mobile,0
13465,27,7029,2021,6,2,Negative,165,PS4,1
13466,128,8424,2024,9,6,Neutral,2,Xbox 360,1
13467,180,1460,2020,12,10,Positive,160,Xbox One,1
13468,20,6676,2016,10,4,Neutral,164,PS4,1
13469,139,8806,2015,12,4,Negative,244,Wii,1
13470,70,3696,2020,1,8,Positive,71,Xbox One,1
13471,166,6129,2015,1,6,Neutral,457,PS5,0
13472,11,31,2015,11,7,Neutral,133,PS4,1
13473,77,2722,2019,9,7,Positive,369,Wii,1
13474,91,9432,2015,6,5,Neutral,436,Xbox One,0
13475,100,6355,2017,4,10,Positive,209,PS3,1
13476,41,9862,2023,1,7,Positive,252,Nintendo Switch,1
13477,85,6475,2015,8,3,Negative,135,PC,0
13478,39,2441,2019,12,9,Positive,472,Xbox 360,1
13479,13,4523,2019,10,4,Neutral,32,Xbox One,1
13480,193,6306,2016,1,8,Positive,100,PS3,1
13481,122,909,2018,10,6,Neutral,406,Mobile,1
13482,128,8296,2016,1,9,Positive,201,Xbox Series X,0
13483,25,71,2022,6,7,Positive,266,PS3,1
13484,101,7294,2018,12,4,Neutral,65,Nintendo Switch,1
13485,190,1442,2019,6,2,Negative,267,Xbox Series X,1
13486,47,7059,2023,7,9,Positive,372,PS5,1
13487,2,6839,2018,10,6,Neutral,230,PC,1
13488,16,4736,2021,7,9,Positive,193,PS4,1
13489,39,7820,2020,1,10,Positive,60,Xbox 360,1
13490,183,397,2018,11,7,Positive,452,Wii,1
13491,142,1930,2020,3,1,Negative,392,Wii,1
13492,97,6201,2021,10,10,Positive,269,Xbox One,1
13493,151,8794,2020,1,10,Positive,42,PS4,1
13494,2,1366,2015,5,8,Positive,22,Wii,1
13495,173,703,2016,2,10,Positive,169,PC,0
13496,182,2886,2015,11,7,Positive,253,PS5,1
13497,41,1003,2022,5,9,Positive,320,Wii,1
13498,114,1274,2019,9,9,Positive,195,Xbox 360,1
13499,168,8050,2017,12,3,Negative,270,Xbox Series X,1
13500,107,1269,2022,7,9,Positive,308,Mobile,1
13501,38,7418,2023,9,10,Positive,156,Xbox One,1
13502,165,5388,2017,3,7,Neutral,199,Xbox Series X,1
13503,4,9686,2016,5,4,Neutral,25,Mobile,1
13504,185,5833,2020,4,7,Neutral,421,PS3,1
13505,50,607,2022,2,9,Positive,30,PS3,1
13506,186,8589,2016,7,7,Positive,269,Mobile,1
13507,80,9175,2015,9,8,Positive,94,Nintendo Switch,0
13508,125,3657,2021,3,6,Neutral,87,Xbox One,1
13509,35,3699,2016,6,10,Positive,151,Xbox One,0
13510,182,606,2021,12,7,Positive,83,PS5,1
13511,119,1721,2016,12,1,Negative,356,Wii,1
13512,127,7737,2022,11,7,Positive,243,PS4,1
13513,149,3133,2022,11,1,Negative,475,PS4,1
13514,26,1775,2022,8,7,Positive,123,Wii,1
13515,24,2907,2018,2,9,Positive,296,PS5,1
13516,188,9449,2020,7,10,Positive,478,PS3,0
13517,192,6163,2015,6,10,Positive,149,PS5,1
13518,159,2546,2022,5,4,Negative,285,PS4,0
13519,73,8623,2017,10,8,Positive,490,Nintendo Switch,1
13520,164,2080,2021,1,10,Positive,140,Xbox One,1
13521,82,4223,2021,1,6,Neutral,362,PS5,1
13522,86,2067,2018,7,8,Positive,278,PS3,1
13523,17,4882,2023,2,7,Positive,49,Nintendo Switch,1
13524,180,1922,2018,12,10,Positive,378,Mobile,1
13525,28,1263,2019,9,5,Neutral,96,Xbox One,1
13526,58,9315,2021,2,6,Neutral,164,Wii,1
13527,135,5881,2024,3,10,Positive,422,PS4,0
13528,99,1021,2021,10,8,Positive,193,PS5,1
13529,79,3997,2020,6,8,Positive,328,Xbox Series X,1
13530,111,772,2024,11,4,Negative,170,PS3,0
13531,189,899,2016,11,4,Negative,329,Xbox Series X,1
13532,139,6275,2018,10,7,Neutral,278,PS5,1
13533,36,6550,2024,2,10,Positive,332,PS4,1
13534,191,5447,2015,6,5,Neutral,7,Wii,1
13535,36,8652,2020,6,10,Positive,285,Mobile,1
13536,144,8866,2015,9,8,Positive,98,PC,1
13537,3,2061,2017,6,10,Positive,16,Mobile,1
13538,44,3062,2016,5,10,Positive,32,Xbox One,1
13539,53,8882,2017,5,8,Positive,142,Xbox Series X,1
13540,171,4591,2015,1,7,Positive,44,PS4,1
13541,81,7297,2015,4,4,Neutral,295,Mobile,1
13542,108,8856,2018,12,9,Positive,122,PS5,1
13543,14,8728,2024,4,10,Positive,204,Nintendo Switch,0
13544,173,9455,2015,12,7,Positive,29,PS5,1
13545,93,8107,2023,6,7,Neutral,315,PS4,1
13546,5,4426,2023,1,1,Negative,210,PS5,1
13547,117,7347,2020,3,6,Neutral,53,PS4,1
13548,88,1341,2023,9,9,Positive,280,Xbox Series X,1
13549,61,2471,2023,2,7,Positive,65,Nintendo Switch,1
13550,10,5728,2020,2,7,Positive,482,Wii,1
13551,166,9852,2022,2,4,Negative,465,Wii,0
13552,140,2957,2017,1,10,Positive,42,Wii,1
13553,109,4276,2024,7,4,Neutral,399,Xbox One,1
13554,133,250,2021,3,9,Positive,256,PS3,0
13555,4,4626,2016,11,7,Neutral,326,PC,1
13556,184,3276,2021,12,7,Positive,39,PS3,1
13557,42,1544,2016,8,7,Neutral,470,Nintendo Switch,1
13558,144,9882,2020,12,5,Neutral,284,PC,1
13559,106,6417,2022,10,8,Positive,92,Xbox Series X,1
13560,45,6318,2015,5,10,Positive,26,Nintendo Switch,1
13561,140,2391,2015,8,10,Positive,243,Nintendo Switch,1
13562,126,2344,2022,12,7,Positive,163,Nintendo Switch,1
13563,139,9047,2021,6,7,Positive,42,Xbox Series X,1
13564,71,2856,2024,7,1,Negative,479,PS3,1
13565,151,660,2024,5,7,Positive,313,PS4,1
13566,138,9143,2023,4,7,Neutral,309,Mobile,1
13567,63,5657,2016,3,9,Positive,463,PC,1
13568,162,923,2019,11,10,Positive,344,Xbox One,1
13569,41,8656,2019,9,7,Neutral,181,PS4,1
13570,9,2545,2015,10,5,Neutral,141,Xbox One,1
13571,128,7461,2020,6,6,Neutral,289,PS3,1
13572,188,7638,2021,9,7,Positive,236,Xbox 360,1
13573,103,1536,2016,6,1,Negative,401,PC,1
13574,61,4394,2021,3,5,Neutral,142,Nintendo Switch,1
13575,115,3601,2016,4,3,Negative,285,Xbox Series X,1
13576,67,5225,2023,5,8,Positive,228,PS4,1
13577,149,6406,2022,1,9,Positive,271,Nintendo Switch,1
13578,52,9691,2020,3,10,Positive,127,Nintendo Switch,1
13579,155,281,2021,5,4,Negative,267,Xbox 360,1
13580,162,7860,2017,10,4,Neutral,1,Xbox One,1
13581,112,708,2022,12,7,Neutral,326,Xbox 360,1
13582,125,2022,2015,1,9,Positive,236,PS5,1
13583,184,6538,2018,12,9,Positive,60,Nintendo Switch,1
13584,182,4914,2021,6,3,Negative,81,Xbox 360,1
13585,179,5074,2022,10,7,Positive,413,Xbox 360,1
13586,27,8652,2017,1,8,Positive,406,Mobile,0
13587,138,7746,2020,10,7,Positive,446,PS4,1
13588,12,6563,2023,8,10,Positive,211,PS4,0
13589,177,6184,2015,12,8,Positive,273,Wii,1
13590,135,8154,2024,5,1,Negative,99,PS5,1
13591,142,8480,2022,7,8,Positive,158,Xbox 360,0
13592,73,6948,2024,9,9,Positive,159,Nintendo Switch,1
13593,62,7774,2018,2,6,Neutral,140,Xbox 360,1
13594,185,188,2018,12,10,Positive,390,PS4,1
13595,76,6626,2016,4,3,Negative,114,PS5,1
13596,66,6313,2024,1,10,Positive,45,Mobile,1
13597,70,4607,2022,5,7,Positive,117,Wii,0
13598,104,8472,2021,9,5,Neutral,452,Xbox Series X,0
13599,109,1849,2018,4,1,Negative,277,PC,0
13600,125,2777,2024,9,8,Positive,376,Xbox Series X,1
13601,185,2723,2016,9,10,Positive,441,Nintendo Switch,1
13602,162,8450,2019,2,7,Positive,19,Xbox One,1
13603,169,1964,2017,5,7,Neutral,209,Xbox One,1
13604,43,2764,2021,1,6,Neutral,181,PC,1
13605,100,8543,2021,12,7,Positive,318,PC,1
13606,125,5470,2024,10,9,Positive,454,Mobile,1
13607,40,9321,2024,7,8,Positive,341,PS4,1
13608,196,5526,2022,4,8,Positive,323,PS3,1
13609,167,224,2017,10,9,Positive,141,PS3,1
13610,49,2401,2020,4,8,Positive,14,Xbox Series X,1
13611,121,8967,2018,3,8,Positive,339,PS5,1
13612,170,8251,2020,5,8,Positive,379,Nintendo Switch,1
13613,80,561,2015,2,9,Positive,115,Xbox Series X,1
13614,168,5354,2022,10,8,Positive,102,PS3,1
13615,115,38,2015,1,10,Positive,78,Xbox One,1
13616,3,6987,2021,4,7,Neutral,179,PS4,1
13617,140,165,2016,1,9,Positive,384,Mobile,1
13618,35,2886,2023,4,4,Negative,343,Mobile,1
13619,163,3733,2017,7,9,Positive,458,Mobile,1
13620,194,377,2018,6,9,Positive,227,Nintendo Switch,1
13621,164,6550,2020,4,4,Neutral,362,Mobile,1
13622,47,1873,2019,3,10,Positive,96,PS3,1
13623,26,3956,2023,7,7,Neutral,475,PS5,1
13624,118,4601,2020,5,9,Positive,313,Mobile,1
13625,143,6374,2015,2,7,Positive,220,Xbox One,0
13626,181,7573,2016,5,9,Positive,236,PS4,1
13627,119,4052,2017,7,10,Positive,113,Nintendo Switch,1
13628,124,1622,2019,12,9,Positive,328,Wii,1
13629,19,7615,2018,12,7,Positive,343,Xbox 360,1
13630,66,4777,2018,9,10,Positive,490,Wii,1
13631,179,8865,2018,6,10,Positive,171,Xbox Series X,1
13632,31,1881,2022,4,7,Positive,0,Xbox 360,1
13633,32,8316,2019,8,3,Negative,354,Xbox One,1
13634,42,6356,2016,2,1,Negative,498,Xbox 360,1
13635,26,7250,2016,9,5,Neutral,188,Mobile,1
13636,60,7481,2018,11,8,Positive,280,Nintendo Switch,1
13637,51,3376,2020,9,8,Positive,207,Xbox 360,1
13638,157,3543,2020,10,6,Neutral,480,Xbox 360,1
13639,43,7288,2019,4,4,Neutral,398,Xbox Series X,1
13640,67,1862,2024,7,3,Negative,90,Nintendo Switch,1
13641,183,3447,2020,10,10,Positive,255,PS4,1
13642,40,4294,2022,1,9,Positive,77,PS4,1
13643,159,629,2021,12,5,Neutral,409,Wii,1
13644,11,7827,2016,11,7,Positive,296,Xbox Series X,1
13645,129,3398,2022,8,1,Negative,242,PS3,1
13646,45,3015,2024,3,10,Positive,181,Wii,1
13647,11,8503,2015,4,10,Positive,450,Xbox One,1
13648,186,9362,2018,3,7,Positive,327,Xbox One,1
13649,121,7198,2024,5,4,Neutral,228,PS4,1
13650,177,1184,2018,6,9,Positive,25,PS4,1
13651,135,9811,2023,9,10,Positive,487,PS3,1
13652,44,1494,2022,2,2,Negative,28,PC,1
13653,165,2560,2016,1,7,Neutral,331,PC,1
13654,13,9668,2021,5,10,Positive,410,PS3,0
13655,6,9450,2020,9,1,Negative,131,Xbox 360,1
13656,141,3029,2017,8,7,Positive,53,PS3,1
13657,182,3084,2015,3,3,Negative,399,PS5,1
13658,84,5440,2022,3,7,Positive,95,PC,0
13659,113,2534,2015,12,1,Negative,138,PC,1
13660,23,1588,2017,6,10,Positive,326,PS3,0
13661,174,6692,2015,6,10,Positive,351,PS4,1
13662,27,1718,2019,6,10,Positive,459,Mobile,1
13663,85,4363,2019,8,1,Negative,415,Nintendo Switch,1
13664,187,3084,2023,4,9,Positive,138,PS3,1
13665,167,7700,2015,4,8,Positive,369,PS3,1
13666,128,9251,2015,5,9,Positive,460,Nintendo Switch,1
13667,147,1750,2017,5,8,Positive,14,Nintendo Switch,1
13668,124,7479,2021,1,7,Positive,49,Xbox Series X,1
13669,159,5829,2021,11,9,Positive,30,Xbox Series X,1
13670,74,2721,2020,4,8,Positive,198,Wii,1
13671,53,4354,2023,4,9,Positive,429,PS5,1
13672,143,1847,2023,2,9,Positive,372,Xbox 360,0
13673,43,6947,2018,3,6,Neutral,416,PC,1
13674,33,4304,2015,4,10,Positive,105,Wii,1
13675,101,6479,2021,11,9,Positive,344,Mobile,1
13676,190,8934,2018,7,6,Neutral,181,Xbox Series X,1
13677,121,3367,2017,9,10,Positive,194,Xbox Series X,1
13678,181,7680,2024,2,4,Neutral,55,Xbox Series X,1
13679,120,8970,2015,10,7,Neutral,381,Xbox 360,1
13680,53,2616,2021,10,10,Positive,142,PS3,0
13681,85,8080,2019,9,9,Positive,142,Wii,1
13682,84,6101,2024,6,2,Negative,98,PS5,1
13683,195,3048,2022,2,8,Positive,463,PS3,1
13684,159,9183,2018,3,5,Neutral,306,PS5,1
13685,52,5323,2016,6,8,Positive,135,PC,0
13686,199,9252,2023,6,2,Negative,180,Xbox Series X,1
13687,11,8664,2020,5,9,Positive,151,Wii,1
13688,200,642,2020,5,7,Positive,447,Xbox Series X,0
13689,146,3250,2021,11,9,Positive,454,PS3,1
13690,102,3494,2021,5,2,Negative,61,Mobile,1
13691,156,9079,2019,4,9,Positive,303,Wii,0
13692,4,324,2015,8,4,Negative,252,PS3,1
13693,2,649,2017,1,10,Positive,7,Mobile,1
13694,182,5648,2015,3,8,Positive,67,PS3,0
13695,32,6744,2024,10,9,Positive,87,Nintendo Switch,1
13696,179,7655,2019,2,7,Positive,245,Xbox One,0
13697,44,9573,2015,6,6,Neutral,149,PS4,1
13698,21,7482,2018,5,6,Neutral,484,PC,1
13699,181,7694,2016,2,6,Neutral,385,PS4,1
13700,125,250,2021,3,4,Neutral,296,Xbox One,1
13701,90,4896,2022,8,7,Positive,350,PS4,1
13702,44,8068,2015,1,7,Positive,309,Mobile,1
13703,151,8202,2022,11,7,Neutral,310,Xbox Series X,1
13704,196,344,2022,8,9,Positive,316,Mobile,1
13705,126,6228,2022,10,4,Neutral,86,Wii,1
13706,149,381,2016,12,4,Neutral,78,Xbox 360,0
13707,171,4894,2015,3,5,Neutral,325,PS5,1
13708,3,6447,2021,1,6,Neutral,301,PS5,1
13709,192,3793,2023,5,8,Positive,241,PS3,1
13710,145,1834,2023,12,10,Positive,262,PS4,0
13711,162,8914,2020,5,8,Positive,351,Xbox One,1
13712,194,9148,2023,11,9,Positive,203,Xbox Series X,1
13713,198,5951,2018,7,8,Positive,44,Nintendo Switch,1
13714,89,4440,2015,8,7,Neutral,162,PS5,1
13715,170,9747,2015,7,4,Neutral,418,PS3,0
13716,99,9235,2021,1,4,Negative,195,Xbox Series X,0
13717,141,3216,2019,10,6,Neutral,428,Wii,0
13718,5,6869,2023,4,4,Neutral,260,Xbox One,0
13719,109,2351,2023,7,7,Positive,79,PS5,1
13720,179,7056,2017,8,8,Positive,367,PS4,1
13721,96,6188,2016,4,7,Neutral,395,PS4,0
13722,85,9047,2020,2,7,Neutral,384,Wii,0
13723,35,1937,2017,2,10,Positive,386,Wii,1
13724,180,6767,2018,9,4,Neutral,455,PS3,1
13725,2,2733,2022,6,10,Positive,260,Xbox One,1
13726,191,6443,2019,4,10,Positive,45,Wii,1
13727,84,7295,2024,9,9,Positive,385,Nintendo Switch,1
13728,68,9239,2018,12,5,Neutral,119,Nintendo Switch,0
13729,198,2976,2016,6,5,Neutral,96,PS5,1
13730,17,4141,2019,2,8,Positive,82,PS3,1
13731,174,6569,2016,10,8,Positive,258,PC,1
13732,178,2399,2017,6,8,Positive,226,Xbox One,1
13733,20,7402,2020,8,3,Negative,316,Xbox Series X,1
13734,29,631,2024,12,5,Neutral,488,Nintendo Switch,1
13735,137,9956,2017,11,9,Positive,487,Mobile,1
13736,139,1826,2019,2,9,Positive,450,PS4,1
13737,139,8982,2024,9,9,Positive,337,PS5,1
13738,62,7724,2016,3,8,Positive,183,Wii,1
13739,18,2643,2022,10,7,Positive,371,Nintendo Switch,1
13740,105,3607,2023,5,8,Positive,322,Nintendo Switch,1
13741,64,1833,2022,11,3,Negative,358,PS3,1
13742,190,8687,2015,3,10,Positive,325,Xbox One,1
13743,14,6528,2016,5,5,Neutral,419,Xbox 360,1
13744,145,1648,2018,11,7,Positive,318,Nintendo Switch,1
13745,67,7682,2024,10,7,Neutral,148,PS5,0
13746,66,6056,2021,9,7,Positive,193,PC,1
13747,146,7178,2015,6,7,Positive,484,Xbox Series X,1
13748,137,7696,2019,9,10,Positive,47,PS3,1
13749,166,9752,2021,2,8,Positive,456,PS4,1
13750,162,9291,2016,6,7,Positive,479,PS3,1
13751,88,8224,2018,8,1,Negative,369,PC,0
13752,21,7891,2023,2,5,Neutral,48,PS4,1
13753,27,9597,2023,2,10,Positive,392,Nintendo Switch,1
13754,111,1372,2016,3,10,Positive,466,PS3,0
13755,76,5227,2021,11,9,Positive,5,PS3,1
13756,77,2500,2021,8,9,Positive,346,PS3,0
13757,50,2915,2018,1,10,Positive,485,Xbox Series X,1
13758,189,8462,2023,12,7,Positive,58,Nintendo Switch,1
13759,20,7195,2017,11,5,Neutral,301,Nintendo Switch,1
13760,80,2512,2022,4,7,Neutral,342,Xbox Series X,1
13761,130,9691,2024,6,10,Positive,399,Mobile,1
13762,35,861,2015,8,9,Positive,200,Mobile,1
13763,3,2258,2017,11,8,Positive,42,PC,1
13764,55,9095,2022,2,8,Positive,193,Xbox Series X,1
13765,113,7320,2018,8,7,Positive,81,Wii,1
13766,167,112,2017,9,4,Neutral,209,Xbox 360,1
13767,173,1818,2016,2,7,Positive,442,Wii,1
13768,98,3299,2020,5,8,Positive,236,Xbox 360,1
13769,98,9014,2022,10,7,Positive,303,PC,1
13770,16,3513,2018,11,7,Positive,103,PC,1
13771,95,9412,2019,10,3,Negative,199,Nintendo Switch,1
13772,147,6416,2017,7,10,Positive,373,PC,1
13773,39,4488,2020,12,10,Positive,184,Nintendo Switch,1
13774,176,5490,2021,5,4,Neutral,46,PC,1
13775,172,4052,2016,10,7,Positive,14,Nintendo Switch,1
13776,141,5736,2023,9,9,Positive,348,Xbox Series X,1
13777,155,4436,2023,11,7,Positive,43,Xbox 360,1
13778,141,8187,2019,2,10,Positive,483,PS4,1
13779,80,6805,2016,12,4,Neutral,299,PS5,1
13780,121,7928,2024,9,8,Positive,12,Mobile,0
13781,39,7115,2017,1,4,Neutral,169,PS4,1
13782,37,1101,2019,11,10,Positive,432,Mobile,1
13783,149,1692,2020,12,7,Positive,41,Xbox 360,1
13784,167,8338,2016,10,10,Positive,399,Nintendo Switch,1
13785,104,7310,2021,3,9,Positive,241,PS5,0
13786,35,7740,2018,11,8,Positive,331,PS5,1
13787,15,1393,2015,5,1,Negative,150,Wii,1
13788,115,7472,2019,4,7,Positive,142,Xbox One,1
13789,8,687,2023,12,7,Positive,499,Xbox 360,1
13790,63,8551,2015,2,4,Negative,389,Wii,1
13791,111,2645,2022,11,2,Negative,368,Xbox Series X,1
13792,103,9872,2022,2,10,Positive,179,Xbox One,1
13793,49,6066,2016,1,7,Neutral,369,Xbox 360,1
13794,108,6479,2024,11,2,Negative,177,PS4,1
13795,158,9028,2024,2,10,Positive,237,Nintendo Switch,1
13796,159,7684,2022,12,9,Positive,95,Wii,1
13797,52,30,2016,4,4,Neutral,350,Xbox One,1
13798,45,2190,2018,7,8,Positive,138,Nintendo Switch,1
13799,102,3288,2024,11,7,Positive,64,Xbox 360,1
13800,88,8425,2020,8,2,Negative,385,PS5,1
13801,49,5550,2024,9,1,Negative,485,Mobile,1
13802,111,8776,2016,11,8,Positive,216,Xbox 360,1
13803,12,5726,2015,3,8,Positive,75,PS5,1
13804,84,1702,2017,1,2,Negative,284,PS4,1
13805,49,6769,2015,2,1,Negative,90,PS3,1
13806,143,4366,2022,1,6,Neutral,151,PC,1
13807,74,2500,2018,12,7,Positive,106,PS3,1
13808,198,2148,2015,6,8,Positive,206,Mobile,1
13809,79,291,2018,4,4,Neutral,384,Xbox One,1
13810,1,861,2020,6,10,Positive,117,PS4,1
13811,28,4215,2018,2,10,Positive,30,Mobile,1
13812,19,9692,2019,11,4,Neutral,454,Xbox Series X,1
13813,7,1783,2016,10,2,Negative,66,Mobile,1
13814,68,1718,2022,4,10,Positive,168,PS3,1
13815,192,4409,2019,7,1,Negative,365,PS4,1
13816,33,3410,2021,6,4,Neutral,84,Nintendo Switch,1
13817,41,1142,2016,3,8,Positive,211,PS3,1
13818,120,6295,2021,11,6,Neutral,428,Mobile,1
13819,33,1291,2020,7,7,Positive,416,Xbox 360,1
13820,134,7661,2022,4,10,Positive,46,PS4,1
13821,107,5090,2019,6,8,Positive,298,Xbox 360,1
13822,60,6195,2017,4,8,Positive,54,Mobile,1
13823,148,1622,2019,9,7,Positive,388,Xbox One,0
13824,9,5459,2019,7,5,Neutral,247,PS5,1
13825,191,5254,2015,5,10,Positive,482,Xbox 360,1
13826,181,8959,2023,10,5,Neutral,389,Xbox Series X,1
13827,114,3296,2016,7,4,Neutral,292,Xbox Series X,1
13828,133,7373,2020,5,4,Neutral,289,PC,1
13829,132,9135,2017,11,7,Positive,443,PC,1
13830,10,3064,2019,8,10,Positive,144,Xbox One,1
13831,160,5669,2019,1,3,Negative,475,Xbox One,1
13832,6,5974,2019,3,8,Positive,152,PS4,1
13833,22,5713,2020,3,10,Positive,454,Xbox One,1
13834,106,5685,2020,5,7,Positive,200,Mobile,1
13835,39,4505,2015,2,8,Positive,267,Wii,1
13836,55,4499,2022,12,7,Positive,259,PC,1
13837,39,6837,2024,4,3,Negative,183,Xbox Series X,1
13838,143,1779,2024,5,10,Positive,426,PC,1
13839,42,2511,2020,9,5,Neutral,57,Mobile,1
13840,129,2719,2018,10,4,Neutral,156,Mobile,1
13841,5,8067,2021,5,10,Positive,432,Xbox 360,1
13842,69,7444,2018,3,8,Positive,144,PC,1
13843,98,6832,2017,1,6,Neutral,1,Wii,1
13844,19,5426,2022,3,6,Neutral,65,PS4,1
13845,196,6123,2022,11,6,Neutral,240,PS5,1
13846,91,1382,2019,3,6,Neutral,85,Mobile,1
13847,118,984,2015,5,7,Positive,223,Nintendo Switch,1
13848,47,8353,2016,10,9,Positive,82,Xbox One,1
13849,169,2863,2016,6,4,Negative,342,Xbox Series X,1
13850,175,1208,2020,5,7,Neutral,495,Mobile,1
13851,129,2079,2024,9,4,Neutral,269,PC,1
13852,170,9739,2022,8,7,Positive,174,PS4,1
13853,116,8157,2019,2,7,Positive,258,Mobile,1
13854,116,516,2021,7,10,Positive,131,PC,1
13855,117,3187,2015,10,7,Positive,332,PS4,1
13856,63,264,2024,7,10,Positive,275,Mobile,1
13857,43,8271,2018,11,4,Negative,4,Xbox 360,1
13858,3,407,2022,6,4,Neutral,345,PS5,1
13859,155,8257,2016,6,9,Positive,78,PS5,1
13860,127,7167,2023,9,7,Positive,245,Nintendo Switch,1
13861,192,3097,2020,10,9,Positive,331,Xbox One,1
13862,92,2327,2017,9,8,Positive,280,Xbox One,0
13863,34,8325,2017,8,8,Positive,95,Xbox 360,1
13864,175,6778,2015,7,7,Neutral,228,Xbox One,1
13865,42,3750,2020,3,2,Negative,145,Xbox 360,1
13866,120,3010,2022,12,7,Neutral,380,PS5,1
13867,147,8648,2020,6,9,Positive,456,Wii,1
13868,6,9217,2016,12,7,Positive,55,PS3,1
13869,35,1277,2022,12,5,Neutral,331,Mobile,0
13870,132,4231,2020,8,8,Positive,285,Nintendo Switch,1
13871,11,2560,2020,3,2,Negative,498,PC,1
13872,112,6571,2019,8,7,Positive,124,Nintendo Switch,0
13873,9,9093,2021,2,7,Positive,498,Xbox One,1
13874,112,4735,2024,2,7,Positive,303,Nintendo Switch,1
13875,184,9073,2020,6,4,Neutral,456,Nintendo Switch,0
13876,165,2313,2019,7,8,Positive,480,Nintendo Switch,1
13877,96,7246,2021,6,7,Positive,84,PS3,1
13878,184,6560,2023,4,8,Positive,474,PC,0
13879,63,4551,2020,2,9,Positive,439,Xbox One,1
13880,68,8920,2024,9,10,Positive,165,PC,1
13881,140,446,2015,9,1,Negative,226,PS4,1
13882,150,6978,2022,5,8,Positive,249,Nintendo Switch,1
13883,47,5939,2024,7,10,Positive,273,Xbox 360,1
13884,92,8123,2016,4,8,Positive,323,PS5,1
13885,24,1794,2017,2,5,Neutral,427,PC,0
13886,21,5341,2017,11,9,Positive,441,Xbox 360,1
13887,13,5524,2022,3,6,Neutral,422,Xbox Series X,1
13888,24,4444,2022,1,7,Positive,235,Xbox One,1
13889,179,2899,2022,2,7,Neutral,475,Xbox One,1
13890,63,1573,2017,8,5,Neutral,498,PS4,1
13891,67,6156,2015,10,7,Positive,190,Nintendo Switch,1
13892,163,7201,2017,1,7,Positive,203,Xbox Series X,1
13893,40,1886,2019,10,2,Negative,202,Xbox Series X,0
13894,195,8131,2016,5,6,Neutral,454,Xbox Series X,1
13895,5,7550,2017,12,4,Neutral,241,Xbox Series X,1
13896,87,7475,2023,4,10,Positive,245,Wii,1
13897,124,5897,2016,4,8,Positive,245,Xbox 360,1
13898,84,7136,2022,11,9,Positive,409,PC,0
13899,58,5246,2017,3,8,Positive,421,PC,1
